0	0	2	6	11	9	9	15	15	2	13	4	4	11	6	13	5	5	7	3	14	12	12	10	10	7	8	1	1	14	3	8	1280	5690
0	0	3	8	2	12	1	4	7	5	4	13	5	9	6	1	12	11	15	3	14	7	13	15	11	14	8	6	9	2	10	10	1289	4101
0	0	6	2	9	1	15	3	8	10	14	8	1	11	7	9	12	13	10	15	5	12	3	14	4	7	2	5	13	6	11	4	1340	4943
0	0	8	4	2	8	10	12	3	6	11	2	1	14	9	10	7	13	15	9	5	5	13	1	4	11	12	15	6	3	14	7	1892	5503
0	0	8	8	12	12	4	4	6	14	14	6	10	2	2	10	9	15	1	7	5	3	13	11	15	1	7	9	3	13	11	5	809	1626
0	0	15	1	8	9	7	8	12	4	3	5	4	13	11	12	6	2	9	3	14	11	1	10	10	6	5	7	2	15	13	14	5390	5171
0	1	3	9	2	13	1	5	7	4	4	12	5	8	6	0	12	10	15	2	14	6	13	14	11	15	8	7	9	3	10	11	5385	4096
0	1	6	3	9	0	15	2	8	11	14	9	1	10	7	8	12	12	10	14	5	13	3	15	4	6	2	4	13	7	11	5	1302	584
0	1	8	5	2	9	10	13	3	7	11	3	1	15	9	11	7	12	15	8	5	4	13	0	4	10	12	14	6	2	14	6	1562	1318
0	2	3	10	2	14	1	6	7	7	4	15	5	11	6	3	12	9	15	1	14	5	13	13	11	12	8	4	9	0	10	8	1280	4106
0	2	6	0	9	3	15	1	8	8	14	10	1	9	7	11	12	15	10	13	5	14	3	12	4	5	2	7	13	4	11	6	1869	952
0	2	8	6	2	10	10	14	3	4	11	0	1	12	9	8	7	15	15	11	5	7	13	3	4	9	12	13	6	1	14	5	269	5565
0	3	3	11	2	15	1	7	7	6	4	14	5	10	6	2	12	8	15	0	14	4	13	12	11	13	8	5	9	1	10	9	5376	0
0	3	6	1	9	2	15	0	8	9	14	11	1	8	7	10	12	14	10	12	5	15	3	13	4	4	2	6	13	5	11	7	528	793
0	3	8	7	2	11	10	15	3	5	11	1	1	13	9	9	7	14	15	10	5	6	13	2	4	8	12	12	6	0	14	4	269	5378
0	4	2	2	11	13	9	11	15	6	13	0	4	15	6	9	5	1	7	7	14	8	12	14	10	3	8	5	1	10	3	12	1365	665
0	4	3	12	2	8	1	0	7	1	4	9	5	13	6	5	12	15	15	7	14	3	13	11	11	10	8	2	9	6	10	14	1280	85
0	4	6	6	9	5	15	7	8	14	14	12	1	15	7	13	12	9	10	11	5	8	3	10	4	3	2	1	13	2	11	0	1136	4935
0	4	8	0	2	12	10	8	3	2	11	6	1	10	9	14	7	9	15	13	5	1	13	5	4	15	12	11	6	7	14	3	1636	2586
0	5	3	13	2	9	1	1	7	0	4	8	5	12	6	4	12	14	15	6	14	2	13	10	11	11	8	3	9	7	10	15	1280	10
0	5	6	7	9	4	15	6	8	15	14	13	1	14	7	12	12	8	10	10	5	9	3	11	4	2	2	0	13	3	11	1	893	853
0	5	8	1	2	13	10	9	3	3	11	7	1	11	9	15	7	8	15	12	5	0	13	4	4	14	12	10	6	6	14	2	1551	665
0	6	3	14	2	10	1	2	7	3	4	11	5	15	6	7	12	13	15	5	14	1	13	9	11	8	8	0	9	4	10	12	1280	10
0	6	6	4	9	7	15	5	8	12	14	14	1	13	7	15	12	11	10	9	5	10	3	8	4	1	2	3	13	0	11	2	768	165
0	6	8	2	2	14	10	10	3	0	11	4	1	8	9	12	7	11	15	15	5	3	13	7	4	13	12	9	6	5	14	1	1626	2598
0	7	3	15	2	11	1	3	7	2	4	10	5	14	6	6	12	12	15	4	14	0	13	8	11	9	8	1	9	5	10	13	1280	4266
0	7	6	5	9	6	15	4	8	13	14	15	1	12	7	14	12	10	10	8	5	11	3	9	4	0	2	2	13	1	11	3	4615	868
0	7	8	3	2	15	10	11	3	1	11	5	1	9	9	13	7	10	15	14	5	2	13	6	4	12	12	8	6	4	14	0	1561	2724
0	8	2	14	11	1	9	7	15	10	13	12	4	3	6	5	5	13	7	11	14	4	12	2	10	15	8	9	1	6	3	0	1571	1445
