#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#NbPtsets
16		0.0698984		0		0.0698984		0.0698984		1
18		0.0713279		0		0.0713279		0.0713279		1
20		0.0549086		0		0.0549086		0.0549086		1
21		0.0643546		0		0.0643546		0.0643546		1
23		0.0472262		0		0.0472262		0.0472262		1
25		0.0529089		0		0.0529089		0.0529089		1
27		0.038019		0		0.038019		0.038019		1
30		0.027068		0		0.027068		0.027068		1
32		0.0350321		0		0.0350321		0.0350321		1
35		0.0470219		0		0.0470219		0.0470219		1
39		0.0475152		0		0.0475152		0.0475152		1
42		0.0469985		0		0.0469985		0.0469985		1
46		0.0268304		0		0.0268304		0.0268304		1
50		0.0321872		0		0.0321872		0.0321872		1
54		0.0184334		0		0.0184334		0.0184334		1
59		0.0177814		0		0.0177814		0.0177814		1
64		0.0181216		0		0.0181216		0.0181216		1
70		0.0232779		0		0.0232779		0.0232779		1
77		0.0198669		0		0.0198669		0.0198669		1
83		0.0219295		0		0.0219295		0.0219295		1
91		0.0137244		0		0.0137244		0.0137244		1
99		0.014744		0		0.014744		0.014744		1
108		0.0105653		0		0.0105653		0.0105653		1
118		0.0116857		0		0.0116857		0.0116857		1
128		0.00949253		0		0.00949253		0.00949253		1
140		0.0112622		0		0.0112622		0.0112622		1
153		0.0124195		0		0.0124195		0.0124195		1
166		0.00848836		0		0.00848836		0.00848836		1
182		0.00901577		0		0.00901577		0.00901577		1
198		0.00666657		0		0.00666657		0.00666657		1
216		0.00796145		0		0.00796145		0.00796145		1
235		0.00643946		0		0.00643946		0.00643946		1
256		0.00459477		0		0.00459477		0.00459477		1
280		0.00499341		0		0.00499341		0.00499341		1
305		0.00519197		0		0.00519197		0.00519197		1
332		0.00397774		0		0.00397774		0.00397774		1
363		0.0037106		0		0.0037106		0.0037106		1
395		0.00317728		0		0.00317728		0.00317728		1
431		0.00289883		0		0.00289883		0.00289883		1
470		0.00284955		0		0.00284955		0.00284955		1
512		0.00235045		0		0.00235045		0.00235045		1
559		0.00436756		0		0.00436756		0.00436756		1
609		0.00328313		0		0.00328313		0.00328313		1
664		0.00292531		0		0.00292531		0.00292531		1
725		0.00352613		0		0.00352613		0.00352613		1
790		0.00209562		0		0.00209562		0.00209562		1
862		0.00176128		0		0.00176128		0.00176128		1
940		0.00123571		0		0.00123571		0.00123571		1
1024		0.00117859		0		0.00117859		0.00117859		1
1117		0.00140396		0		0.00140396		0.00140396		1
1218		0.00169254		0		0.00169254		0.00169254		1
1328		0.00102715		0		0.00102715		0.00102715		1
1449		0.00117311		0		0.00117311		0.00117311		1
1580		0.00104887		0		0.00104887		0.00104887		1
1723		0.00135291		0		0.00135291		0.00135291		1
1879		0.000906436		0		0.000906436		0.000906436		1
2048		0.000602695		0		0.000602695		0.000602695		1
2234		0.000740971		0		0.000740971		0.000740971		1
2436		0.000692518		0		0.000692518		0.000692518		1
2656		0.000601509		0		0.000601509		0.000601509		1
2897		0.000620981		0		0.000620981		0.000620981		1
3159		0.000697999		0		0.000697999		0.000697999		1
3445		0.000490719		0		0.000490719		0.000490719		1
3757		0.00054714		0		0.00054714		0.00054714		1
4096		0.000307601		0		0.000307601		0.000307601		1
4467		0.000371542		0		0.000371542		0.000371542		1
4871		0.000422314		0		0.000422314		0.000422314		1
5312		0.000338204		0		0.000338204		0.000338204		1
5793		0.000353163		0		0.000353163		0.000353163		1
6317		0.000287097		0		0.000287097		0.000287097		1
6889		0.000262317		0		0.000262317		0.000262317		1
7513		0.000225582		0		0.000225582		0.000225582		1
8192		0.000155001		0		0.000155001		0.000155001		1
8934		0.000213126		0		0.000213126		0.000213126		1
9742		0.000217555		0		0.000217555		0.000217555		1
10624		0.00019256		0		0.00019256		0.00019256		1
11586		0.000163869		0		0.000163869		0.000163869		1
12634		0.0001518		0		0.0001518		0.0001518		1
13778		0.000117182		0		0.000117182		0.000117182		1
15025		0.000127249		0		0.000127249		0.000127249		1
16384		7.92697e-05		0		7.92697e-05		7.92697e-05		1
17867		0.000139274		0		0.000139274		0.000139274		1
19484		8.75062e-05		0		8.75062e-05		8.75062e-05		1
21248		9.64093e-05		0		9.64093e-05		9.64093e-05		1
23171		8.80072e-05		0		8.80072e-05		8.80072e-05		1
25268		8.65037e-05		0		8.65037e-05		8.65037e-05		1
27555		7.01825e-05		0		7.01825e-05		7.01825e-05		1
30049		7.66986e-05		0		7.66986e-05		7.66986e-05		1
32768		4.08593e-05		0		4.08593e-05		4.08593e-05		1
35734		5.08206e-05		0		5.08206e-05		5.08206e-05		1
38968		5.27928e-05		0		5.27928e-05		5.27928e-05		1
42495		4.26735e-05		0		4.26735e-05		4.26735e-05		1
46341		5.53914e-05		0		5.53914e-05		5.53914e-05		1
50536		4.67659e-05		0		4.67659e-05		4.67659e-05		1
55109		5.46778e-05		0		5.46778e-05		5.46778e-05		1
60097		3.3735e-05		0		3.3735e-05		3.3735e-05		1
65536		1.99565e-05		0		1.99565e-05		1.99565e-05		1
