0.15	0.006974097128
0.16175	0.006640485777
0.1735	0.006272870585
0.18525	0.005876392403
0.197	0.005458516282
0.20875	0.00502846418
0.2205	0.004596669539
0.23225	0.004174270235
0.244	0.003772664955
0.25575	0.00340316001
0.2675	0.003076731123
0.27925	0.002803919427
0.291	0.002594874375
0.30275	0.002459549602
0.3145	0.002408052002
0.32625	0.002451139916
0.338	0.002600863618
0.34975	0.002871339959
0.3615	0.00327965277
0.37325	0.003846870775
0.385	0.004599174688
0.39675	0.005569084428
0.4085	0.006796775565
0.42025	0.008331471099
0.432	0.01023289054
0.44375	0.0125727332
0.4555	0.01543616664
0.46725	0.01892328483
0.479	0.02315049314
0.49075	0.02825176902
0.5025	0.03437973743
0.51425	0.04170648829
0.526	0.05042404922
0.53775	0.06074441052
0.5495	0.07289898151
0.56125	0.08713733959
0.573	0.1037251181
0.58475	0.1229408698
0.5965	0.1450717445
0.60825	0.1704078331
0.62	0.1992350685
0.63175	0.2318266281
0.6435	0.2684328652
0.65525	0.3092699003
0.667	0.354507128
0.67875	0.4042540289
0.6905	0.4585468167
0.70225	0.5173355738
0.714	0.5804726371
0.72575	0.6477030526
0.7375	0.718657934
0.74925	0.7928515056
0.761	0.8696824919
0.77275	0.9484403291
0.7845	1.028316425
0.79625	1.108420405
0.808	1.187800944
0.81975	1.265470495
0.8315	1.340432877
0.84325	1.411712495
0.855	1.478383744
0.86675	1.539599128
0.8785	1.594614606
0.89025	1.64281087
0.902	1.683709477
0.91375	1.716983064
0.9255	1.742459301
0.93725	1.760118577
0.949	1.770085844
0.96075	1.772617367
0.9725	1.768083401
0.98425	1.756948002
0.996	1.739747261
1.00775	1.717067227
1.0195	1.689522671
1.03125	1.657737673
1.043	1.622328763
1.05475	1.583891092
1.0665	1.542987836
1.07825	1.500142816
1.09	1.455836091
1.10175	1.410502142
1.1135	1.364530189
1.12525	1.318266126
1.137	1.272015597
1.14875	1.226047777
1.1605	1.180599513
1.17225	1.13587955
1.184	1.092072663
1.19575	1.049343563
1.2075	1.007840506
1.21925	0.9676985337
1.231	0.9290422952
1.24275	0.8919883756
1.2545	0.8566470674
1.26625	0.8231235098
1.278	0.7915181457
1.28975	0.7619264821
1.3015	0.7344381905
1.31325	0.7091356502
1.325	0.6860920966
1.33675	0.665369593
1.3485	0.6470170746
1.36025	0.6310687176
1.372	0.6175428607
1.38375	0.606441648
1.3955	0.5977514826
1.40725	0.5914442903
1.419	0.5874794967
1.43075	0.5858065418
1.4425	0.5863676975
1.45425	0.5891009214
1.466	0.5939424853
1.47775	0.6008291454
1.4895	0.609699678
1.50125	0.6204956744
1.513	0.633161564
1.52475	0.6476439058
1.5365	0.6638900472
1.54825	0.6818462912
1.56	0.7014557348
1.57175	0.7226559456
1.5835	0.745376633
1.59525	0.7695374478
1.607	0.7950460176
1.61875	0.821796298
1.6305	0.8496672927
1.64225	0.8785221769
1.654	0.9082078412
1.66575	0.938554864
1.6775	0.969377912
1.68925	1.000476564
1.701	1.03163655
1.71275	1.062631392
1.7245	1.093224434
1.73625	1.123171238
1.748	1.152222334
1.75975	1.180126282
1.7715	1.206633043
1.78325	1.231497603
1.795	1.254483828
1.80675	1.275368491
1.8185	1.293945402
1.83025	1.310029574
1.842	1.323461286
1.85375	1.334109945
1.8655	1.341877558
1.87725	1.346701668
1.889	1.348557556
1.90075	1.347459561
1.9125	1.343461343
1.92425	1.336655026
1.936	1.327169153
1.94775	1.315165502
1.9595	1.300834885
1.97125	1.284392119
1.983	1.266070434
1.99475	1.246115645
2.0065	1.224780394
2.01825	1.202318801
2.03	1.178981776
2.04175	1.155013185
2.0535	1.130646961
2.06525	1.106105133
2.077	1.081596679
2.08875	1.057316984
2.1005	1.033447684
2.11225	1.010156636
2.124	0.9875978105
2.13575	0.9659109514
2.1475	0.9452209555
2.15925	0.925637009
2.171	0.9072516134
2.18275	0.8901396953
2.1945	0.8743580249
2.20625	0.8599451529
2.218	0.8469220239
2.22975	0.8352933401
2.2415	0.8250496432
2.25325	0.8161699808
2.265	0.8086249344
2.27675	0.8023797243
2.2885	0.797397093
2.30025	0.7936396903
2.312	0.7910717486
2.32375	0.7896599316
2.3355	0.7893733478
2.34725	0.7901828311
2.359	0.7920596808
2.37075	0.7949741168
2.3825	0.7988937319
2.39425	0.8037822084
2.406	0.8095985176
2.41775	0.8162967425
2.4295	0.8238265725
2.44125	0.8321344226
2.453	0.8411650436
2.46475	0.8508634231
2.4765	0.8611767401
2.48825	0.8720561208
