#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
16		139.062		0		139.062		139.062		162.218		536.191		1
23		153.043		0		153.043		153.043		162.218		84.1771		1
32		157.938		0		157.938		157.938		162.218		18.3251		1
46		154.978		0		154.978		154.978		162.218		52.418		1
64		171.891		0		171.891		171.891		162.218		93.5541		1
91		175.297		0		175.297		175.297		162.218		171.045		1
128		170.156		0		170.156		170.156		162.218		63.0112		1
182		161.912		0		161.912		161.912		162.218		0.0937585		1
256		171.496		0		171.496		171.496		162.218		86.0777		1
363		171.449		0		171.449		171.449		162.218		85.2067		1
512		165.844		0		165.844		165.844		162.218		13.144		1
725		167.556		0		167.556		167.556		162.218		28.4897		1
1024		167.804		0		167.804		167.804		162.218		31.1969		1
1449		167.262		0		167.262		167.262		162.218		25.4416		1
2048		162.651		0		162.651		162.651		162.218		0.187558		1
2897		163.441		0		163.441		163.441		162.218		1.49538		1
4096		161.414		0		161.414		161.414		162.218		0.646386		1
5793		160.459		0		160.459		160.459		162.218		3.09569		1
8192		161.231		0		161.231		161.231		162.218		0.975546		1
11586		163.125		0		163.125		163.125		162.218		0.821618		1
16384		162.682		0		162.682		162.682		162.218		0.215375		1
23171		161.184		0		161.184		161.184		162.218		1.07042		1
32768		162.746		0		162.746		162.746		162.218		0.278933		1
46341		162.714		0		162.714		162.714		162.218		0.245998		1
65536		162.664		0		162.664		162.664		162.218		0.199055		1
92682		162.511		0		162.511		162.511		162.218		0.0858541		1
131072		162.366		0		162.366		162.366		162.218		0.021809		1
185364		162.253		0		162.253		162.253		162.218		0.00120788		1
262144		162.322		0		162.322		162.322		162.218		0.0107488		1
370728		162.233		0		162.233		162.233		162.218		0.000212521		1
524288		162.234		0		162.234		162.234		162.218		0.000233016		1
741456		162.188		0		162.188		162.188		162.218		0.000901806		1
1.04858e+06		162.221		0		162.221		162.221		162.218		6.50501e-06		1
