#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
16		82.4375		0		82.4375		82.4375		130.15		2276.46		1
23		120.609		0		120.609		120.609		130.15		91.0314		1
32		110.562		0		110.562		110.562		130.15		383.66		1
46		114.109		0		114.109		114.109		130.15		257.315		1
64		128.062		0		128.062		128.062		130.15		4.35654		1
91		138.857		0		138.857		138.857		130.15		75.819		1
128		126.414		0		126.414		126.414		130.15		13.9552		1
182		125.253		0		125.253		125.253		130.15		23.9805		1
256		132.785		0		132.785		132.785		130.15		6.94545		1
363		137.457		0		137.457		137.457		130.15		53.4005		1
512		131.578		0		131.578		131.578		130.15		2.0403		1
725		130.757		0		130.757		130.757		130.15		0.369066		1
1024		131.031		0		131.031		131.031		130.15		0.777071		1
1449		134.48		0		134.48		134.48		130.15		18.7541		1
2048		133.917		0		133.917		133.917		130.15		14.1922		1
2897		132.98		0		132.98		132.98		130.15		8.01029		1
4096		133.135		0		133.135		133.135		130.15		8.90896		1
5793		132.263		0		132.263		132.263		130.15		4.46768		1
8192		130.539		0		130.539		130.539		130.15		0.151767		1
11586		130.837		0		130.837		130.837		130.15		0.472041		1
16384		130.742		0		130.742		130.742		130.15		0.350785		1
23171		131.003		0		131.003		131.003		130.15		0.727289		1
32768		130.861		0		130.861		130.861		130.15		0.506063		1
46341		130.493		0		130.493		130.493		130.15		0.117741		1
65536		130.292		0		130.292		130.292		130.15		0.0202375		1
92682		130.224		0		130.224		130.224		130.15		0.00549663		1
131072		130.191		0		130.191		130.191		130.15		0.00171694		1
185364		130.352		0		130.352		130.352		130.15		0.0409507		1
262144		130.223		0		130.223		130.223		130.15		0.00541269		1
370728		130.151		0		130.151		130.151		130.15		1.08696e-06		1
524288		130.131		0		130.131		130.131		130.15		0.000335668		1
741456		130.113		0		130.113		130.113		130.15		0.00137071		1
1.04858e+06		130.088		0		130.088		130.088		130.15		0.00383307		1
