#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
#Nbpts		#Mean		#Var		#Min		#Max		#Analytical		#MSE		#NbPtsets
16		116.619		2208.9		48.5		177.812		130.15		2171.09		10
23		147.509		1507.72		97.1739		201.565		130.15		1658.28		10
32		138.966		2130.9		88.625		221.469		130.15		1995.53		10
46		133.028		867.045		84.7609		190.109		130.15		788.627		10
64		128.016		464.177		102.75		179.078		130.15		422.313		10
91		141.815		650.187		110.044		181.154		130.15		721.255		10
128		130.164		277.005		111.727		172.242		130.15		249.305		10
182		130.995		318.532		109.231		164.22		130.15		287.392		10
256		129.932		176.501		110.363		145.859		130.15		158.898		10
363		133.472		214.386		112.347		153.906		130.15		203.982		10
512		131.338		59.961		117.939		145.527		130.15		55.3766		10
725		132.309		96.166		118.099		146.727		130.15		91.2123		10
1024		128.241		36.1317		120.788		139.357		130.15		36.1632		10
1449		130.078		25.1236		122.206		136.857		130.15		22.6164		10
2048		130.551		13.6259		125.464		136.071		130.15		12.4244		10
2897		130.682		6.35847		126.366		135.021		130.15		6.00605		10
4096		129.37		12.9981		124.12		134.538		130.15		12.3066		10
5793		129.834		4.4696		127.291		134.608		130.15		4.12261		10
8192		130.316		5.53505		126.087		134.204		130.15		5.00931		10
11586		129.601		4.39555		126.262		133.851		130.15		4.257		10
16384		130.916		1.86147		128.348		132.55		130.15		2.2623		10
23171		129.672		2.23682		126.711		131.27		130.15		2.24121		10
32768		129.64		1.36947		127.01		130.94		130.15		1.49198		10
46341		130.109		0.520027		128.507		130.925		130.15		0.469662		10
65536		130.019		0.952676		128.73		131.767		130.15		0.874397		10
92682		130.007		0.795179		128.364		131.394		130.15		0.736138		10
131072		130.238		0.375231		129.52		131.331		130.15		0.345537		10
185364		129.978		0.276645		129.196		130.671		130.15		0.278403		10
262144		130.017		0.260822		129.171		130.77		130.15		0.252286		10
370728		130.224		0.145955		129.557		130.847		130.15		0.136865		10
524288		130.13		0.0671985		129.626		130.457		130.15		0.0608621		10
741456		129.991		0.0917696		129.493		130.519		130.15		0.107921		10
1.04858e+06		130.12		0.0374547		129.904		130.469		130.15		0.0346018		10
