0	0	28	60	22	18	10	46	19	53	15	9	5	39	25	27	45	43	49	23	59	57	39	5	62	30	34	34	40	12	52	48	54	36	42	24	32	54	60	10	37	17	57	45	51	3	47	63	27	15	7	51	13	29	17	33	8	58	20	6	30	40	2	20	31	50	3	14	9	32	21	28	12	7	16	59	26	21	6	41	50	25	46	37	36	11	56	55	33	44	61	16	55	62	43	2	41	22	53	42	63	4	35	56	58	35	38	31	44	49	48	13	4	61	24	1	18	47	14	19	23	8	11	52	1	26	29	38	1612694589123850252	461056011852057641
0	0	32	32	48	48	16	16	56	56	24	24	8	8	40	40	28	60	60	28	44	12	12	44	36	4	4	36	20	52	52	20	42	30	10	62	26	46	58	14	18	38	50	6	34	22	2	54	54	34	22	2	6	18	38	50	14	26	46	58	62	42	30	10	21	45	53	13	37	29	5	61	45	21	13	53	29	37	61	5	9	17	41	49	57	33	25	1	49	41	17	9	1	25	33	57	63	51	31	19	15	3	47	35	7	11	39	43	55	59	23	27	35	15	3	47	19	63	51	31	27	55	59	23	43	7	11	39	462036871194145074	1373316411371309412
0	0	62	19	13	35	51	48	24	10	38	25	21	41	43	58	44	13	18	30	33	46	31	61	52	7	10	20	57	36	7	55	44	21	18	6	33	54	31	37	52	31	10	12	57	60	7	47	0	24	62	11	13	59	51	40	24	18	38	1	21	49	43	34	4	32	58	51	9	3	55	16	28	42	34	57	17	9	47	26	40	45	22	62	37	14	27	29	48	39	14	52	61	4	3	23	40	53	22	38	37	22	27	5	48	63	14	44	61	28	3	15	4	56	58	43	9	27	55	8	28	50	34	33	17	17	47	2	4320943544339034	1398649159275277117
0	8	28	52	22	26	10	38	19	61	15	1	5	47	25	19	45	35	49	31	59	49	39	13	62	22	34	42	40	4	52	56	54	44	42	16	32	62	60	2	37	25	57	37	51	11	47	55	27	7	7	59	13	21	17	41	8	50	20	14	30	32	2	28	31	58	3	6	9	40	21	20	12	15	16	51	26	29	6	33	50	17	46	45	36	3	56	63	33	36	61	24	55	54	43	10	41	30	53	34	63	12	35	48	58	43	38	23	44	57	48	5	4	53	24	9	18	39	14	27	23	0	11	60	1	18	29	46	524146006352695635	402509216696241567
0	16	28	44	22	2	10	62	19	37	15	25	5	55	25	11	45	59	49	7	59	41	39	21	62	14	34	50	40	28	52	32	54	52	42	8	32	38	60	26	37	1	57	61	51	19	47	47	27	31	7	35	13	13	17	49	8	42	20	22	30	56	2	4	31	34	3	30	9	48	21	12	12	23	16	43	26	5	6	57	50	9	46	53	36	27	56	39	33	60	61	0	55	46	43	18	41	6	53	58	63	20	35	40	58	51	38	15	44	33	48	29	4	45	24	17	18	63	14	3	23	24	11	36	1	10	29	54	1679302345860054428	1843661097454799376
0	32	28	28	22	50	10	14	19	21	15	41	5	7	25	59	45	11	49	55	59	25	39	37	62	62	34	2	40	44	52	16	54	4	42	56	32	22	60	42	37	49	57	13	51	35	47	31	27	47	7	19	13	61	17	1	8	26	20	38	30	8	2	52	31	18	3	46	9	0	21	60	12	39	16	27	26	53	6	9	50	57	46	5	36	43	56	23	33	12	61	48	55	30	43	34	41	54	53	10	63	36	35	24	58	3	38	63	44	17	48	45	4	29	24	33	18	15	14	51	23	40	11	20	1	58	29	6	102249290954029481	2996582602061665745
0	40	28	20	22	58	10	6	19	29	15	33	5	15	25	51	45	3	49	63	59	17	39	45	62	54	34	10	40	36	52	24	54	12	42	48	32	30	60	34	37	57	57	5	51	43	47	23	27	39	7	27	13	53	17	9	8	18	20	46	30	0	2	60	31	26	3	38	9	8	21	52	12	47	16	19	26	61	6	1	50	49	46	13	36	35	56	31	33	4	61	56	55	22	43	42	41	62	53	2	63	44	35	16	58	11	38	55	44	25	48	37	4	21	24	41	18	7	14	59	23	32	11	28	1	50	29	14	1612700181487698244	403353641626383348
1	2	63	17	12	33	50	50	25	8	39	27	20	43	42	56	45	15	19	28	32	44	30	63	53	5	11	22	56	38	6	53	45	23	19	4	32	52	30	39	53	29	11	14	56	62	6	45	1	26	63	9	12	57	50	42	25	16	39	3	20	51	42	32	5	34	59	49	8	1	54	18	29	40	35	59	16	11	46	24	41	47	23	60	36	12	26	31	49	37	15	54	60	6	2	21	41	55	23	36	36	20	26	7	49	61	15	46	60	30	2	13	5	58	59	41	8	25	54	10	29	48	35	35	16	19	46	0	76420289596765845	244883229738290116
1	6	63	21	12	37	50	54	25	12	39	31	20	47	42	60	45	11	19	24	32	40	30	59	53	1	11	18	56	34	6	49	45	19	19	0	32	48	30	35	53	25	11	10	56	58	6	41	1	30	63	13	12	61	50	46	25	20	39	7	20	55	42	36	5	38	59	53	8	5	54	22	29	44	35	63	16	15	46	28	41	43	23	56	36	8	26	27	49	33	15	50	60	2	2	17	41	51	23	32	36	16	26	3	49	57	15	42	60	26	2	9	5	62	59	45	8	29	54	14	29	52	35	39	16	23	46	4	508683464378706589	100768041662431768
1	9	63	26	12	42	50	57	25	3	39	16	20	32	42	51	45	4	19	23	32	39	30	52	53	14	11	29	56	45	6	62	45	28	19	15	32	63	30	44	53	22	11	5	56	53	6	38	1	17	63	2	12	50	50	33	25	27	39	8	20	56	42	43	5	41	59	58	8	10	54	25	29	35	35	48	16	0	46	19	41	36	23	55	36	7	26	20	49	46	15	61	60	13	2	30	41	60	23	47	36	31	26	12	49	54	15	37	60	21	2	6	5	49	59	34	8	18	54	1	29	59	35	40	16	24	46	11	76402941764153463	259238453550541013
