0	0	32	32	16	48	48	16	8	40	40	8	24	24	56	56	4	60	36	28	20	12	52	44	12	20	44	52	28	36	60	4	2	34	34	2	18	18	50	50	10	10	42	42	26	58	58	26	6	30	38	62	22	46	54	14	14	54	46	22	30	6	62	38	1	51	33	19	17	3	49	35	9	27	41	59	25	43	57	11	5	15	37	47	21	63	53	31	13	39	45	7	29	23	61	55	3	17	35	49	19	33	51	1	11	57	43	25	27	9	59	41	7	45	39	13	23	29	55	61	15	5	47	37	31	53	63	21	456045788385629412	1466019824439113394
0	0	42	42	21	63	63	21	32	10	10	32	53	53	31	31	16	15	58	37	5	48	47	26	48	5	26	47	37	58	15	16	8	8	34	34	29	55	55	29	40	2	2	40	61	61	23	23	24	7	50	45	13	56	39	18	56	13	18	39	45	50	7	24	4	12	46	38	17	51	59	25	36	6	14	44	49	57	27	19	20	3	62	41	1	60	43	22	52	9	30	35	33	54	11	28	12	4	38	46	25	59	51	17	44	14	6	36	57	49	19	27	28	11	54	33	9	52	35	30	60	1	22	43	41	62	3	20	101612466592546816	458241262084947968
0	0	60	60	34	30	30	34	17	17	45	45	51	15	15	51	8	25	52	37	42	7	22	59	25	8	37	52	59	22	7	42	56	41	4	21	26	55	38	11	41	56	21	4	11	38	55	26	48	48	12	12	18	46	46	18	33	33	29	29	3	63	63	3	32	1	28	61	2	31	62	35	49	16	13	44	19	14	47	50	40	24	20	36	10	6	54	58	57	9	5	53	27	23	39	43	24	40	36	20	58	54	6	10	9	57	53	5	43	39	23	27	16	49	44	13	50	47	14	19	1	32	61	28	35	62	31	2	1585342121073192340	1600544235002108322
0	8	60	52	34	22	30	42	17	25	45	37	51	7	15	59	8	17	52	45	42	15	22	51	25	0	37	60	59	30	7	34	56	33	4	29	26	63	38	3	41	48	21	12	11	46	55	18	48	56	12	4	18	38	46	26	33	41	29	21	3	55	63	11	32	9	28	53	2	23	62	43	49	24	13	36	19	6	47	58	40	16	20	44	10	14	54	50	57	1	5	61	27	31	39	35	24	32	36	28	58	62	6	2	9	49	53	13	43	47	23	19	16	57	44	5	50	39	14	27	1	40	61	20	35	54	31	10	1455602273001998071	296133021823212233
0	32	60	28	34	62	30	2	17	49	45	13	51	47	15	19	8	57	52	5	42	39	22	27	25	40	37	20	59	54	7	10	56	9	4	53	26	23	38	43	41	24	21	36	11	6	55	58	48	16	12	44	18	14	46	50	33	1	29	61	3	31	63	35	32	33	28	29	2	63	62	3	49	48	13	12	19	46	47	18	40	56	20	4	10	38	54	26	57	41	5	21	27	55	39	11	24	8	36	52	58	22	6	42	9	25	53	37	43	7	23	59	16	17	44	45	50	15	14	51	1	0	61	60	35	30	31	34	295578220232276767	2954433935744729041
0	56	60	4	34	38	30	26	17	41	45	21	51	55	15	11	8	33	52	29	42	63	22	3	25	48	37	12	59	46	7	18	56	17	4	45	26	15	38	51	41	0	21	60	11	30	55	34	48	8	12	52	18	22	46	42	33	25	29	37	3	7	63	59	32	57	28	5	2	39	62	27	49	40	13	20	19	54	47	10	40	32	20	28	10	62	54	2	57	49	5	13	27	47	39	19	24	16	36	44	58	14	6	50	9	1	53	61	43	31	23	35	16	9	44	53	50	23	14	43	1	24	61	36	35	6	31	58	373895028915506042	2909903466844221728
1	1	43	43	20	62	62	20	33	11	11	33	52	52	30	30	17	14	59	36	4	49	46	27	49	4	27	46	36	59	14	17	9	9	35	35	28	54	54	28	41	3	3	41	60	60	22	22	25	6	51	44	12	57	38	19	57	12	19	38	44	51	6	25	5	13	47	39	16	50	58	24	37	7	15	45	48	56	26	18	21	2	63	40	0	61	42	23	53	8	31	34	32	55	10	29	13	5	39	47	24	58	50	16	45	15	7	37	56	48	18	26	29	10	55	32	8	53	34	31	61	0	23	42	40	63	2	21	20290037120030582	1542775123736358418
1	2	43	40	20	61	62	23	33	8	11	34	52	55	30	29	17	13	59	39	4	50	46	24	49	7	27	45	36	56	14	18	9	10	35	32	28	53	54	31	41	0	3	42	60	63	22	21	25	5	51	47	12	58	38	16	57	15	19	37	44	48	6	26	5	14	47	36	16	49	58	27	37	4	15	46	48	59	26	17	21	1	63	43	0	62	42	20	53	11	31	33	32	52	10	30	13	6	39	44	24	57	50	19	45	12	7	38	56	51	18	25	29	9	55	35	8	54	34	28	61	3	23	41	40	60	2	22	1227522166887942884	1684750035621164210
1	3	43	41	20	60	62	22	33	9	11	35	52	54	30	28	17	12	59	38	4	51	46	25	49	6	27	44	36	57	14	19	9	11	35	33	28	52	54	30	41	1	3	43	60	62	22	20	25	4	51	46	12	59	38	17	57	14	19	36	44	49	6	27	5	15	47	37	16	48	58	26	37	5	15	47	48	58	26	16	21	0	63	42	0	63	42	21	53	10	31	32	32	53	10	31	13	7	39	45	24	56	50	18	45	13	7	39	56	50	18	24	29	8	55	34	8	55	34	29	61	2	23	40	40	61	2	23	515943632310632448	1684627735613276160
1	5	43	47	20	58	62	16	33	15	11	37	52	48	30	26	17	10	59	32	4	53	46	31	49	0	27	42	36	63	14	21	9	13	35	39	28	50	54	24	41	7	3	45	60	56	22	18	25	2	51	40	12	61	38	23	57	8	19	34	44	55	6	29	5	9	47	35	16	54	58	28	37	3	15	41	48	60	26	22	21	6	63	44	0	57	42	19	53	12	31	38	32	51	10	25	13	1	39	43	24	62	50	20	45	11	7	33	56	52	18	30	29	14	55	36	8	49	34	27	61	4	23	46	40	59	2	17	1164489330161176824	1469590500211947116
