#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
#Nbpts	#Mean		#Var	#Min		#Max		#Analytical	#MSE		#NbPtsets
16	0.00429465	0	0.00429465	0.00429465	0.0055203		1.50221e-06	1
20	0.00412998	0	0.00412998	0.00412998	0.0055203		1.93298e-06	1
23	0.00382639	0	0.00382639	0.00382639	0.0055203		2.86932e-06	1
27	0.00348971	0	0.00348971	0.00348971	0.0055203		4.12328e-06	1
32	0.00472612	0	0.00472612	0.00472612	0.0055203		6.30715e-07	1
39	0.00487864	0	0.00487864	0.00487864	0.0055203		4.11731e-07	1
46	0.00457875	0	0.00457875	0.00457875	0.0055203		8.86507e-07	1
54	0.0041341	0	0.0041341	0.0041341	0.0055203		1.92155e-06	1
64	0.00463997	0	0.00463997	0.00463997	0.0055203		7.74986e-07	1
77	0.00482709	0	0.00482709	0.00482709	0.0055203		4.80538e-07	1
91	0.00491458	0	0.00491458	0.00491458	0.0055203		3.66898e-07	1
108	0.00510693	0	0.00510693	0.00510693	0.0055203		1.70871e-07	1
128	0.00508388	0	0.00508388	0.00508388	0.0055203		1.90461e-07	1
153	0.00488262	0	0.00488262	0.00488262	0.0055203		4.06633e-07	1
182	0.0049614	0	0.0049614	0.0049614	0.0055203		3.12364e-07	1
216	0.00505123	0	0.00505123	0.00505123	0.0055203		2.20026e-07	1
256	0.00508928	0	0.00508928	0.00508928	0.0055203		1.85774e-07	1
305	0.00508424	0	0.00508424	0.00508424	0.0055203		1.9015e-07	1
363	0.00503492	0	0.00503492	0.00503492	0.0055203		2.35592e-07	1
431	0.00507897	0	0.00507897	0.00507897	0.0055203		1.94772e-07	1
512	0.00500473	0	0.00500473	0.00500473	0.0055203		2.65812e-07	1
609	0.00512213	0	0.00512213	0.00512213	0.0055203		1.58536e-07	1
725	0.00534786	0	0.00534786	0.00534786	0.0055203		2.97334e-08	1
862	0.00540792	0	0.00540792	0.00540792	0.0055203		1.26283e-08	1
1024	0.00552519	0	0.00552519	0.00552519	0.0055203		2.3929e-11	1
1218	0.00534541	0	0.00534541	0.00534541	0.0055203		3.05877e-08	1
1449	0.00546851	0	0.00546851	0.00546851	0.0055203		2.68161e-09	1
1723	0.00542512	0	0.00542512	0.00542512	0.0055203		9.05816e-09	1
2048	0.00542446	0	0.00542446	0.00542446	0.0055203		9.18467e-09	1
2436	0.00545081	0	0.00545081	0.00545081	0.0055203		4.82827e-09	1
2897	0.0054504	0	0.0054504	0.0054504	0.0055203		4.88536e-09	1
3445	0.00541208	0	0.00541208	0.00541208	0.0055203		1.17103e-08	1
4096	0.00548531	0	0.00548531	0.00548531	0.0055203		1.22389e-09	1
4871	0.00545079	0	0.00545079	0.00545079	0.0055203		4.83141e-09	1
5793	0.00549404	0	0.00549404	0.00549404	0.0055203		6.89362e-10	1
6889	0.00549373	0	0.00549373	0.00549373	0.0055203		7.05718e-10	1
8192	0.00552647	0	0.00552647	0.00552647	0.0055203		3.80875e-11	1
9742	0.00548353	0	0.00548353	0.00548353	0.0055203		1.35212e-09	1
11586	0.00549176	0	0.00549176	0.00549176	0.0055203		8.14615e-10	1
13778	0.00551097	0	0.00551097	0.00551097	0.0055203		8.69611e-11	1
16384	0.00549712	0	0.00549712	0.00549712	0.0055203		5.37251e-10	1
19484	0.00548593	0	0.00548593	0.00548593	0.0055203		1.18092e-09	1
23171	0.00550436	0	0.00550436	0.00550436	0.0055203		2.54147e-10	1
27555	0.00550177	0	0.00550177	0.00550177	0.0055203		3.43188e-10	1
32768	0.00550135	0	0.00550135	0.00550135	0.0055203		3.59035e-10	1
38968	0.00551154	0	0.00551154	0.00551154	0.0055203		7.67677e-11	1
46341	0.00551727	0	0.00551727	0.00551727	0.0055203		9.1868e-12	1
55109	0.00551764	0	0.00551764	0.00551764	0.0055203		7.05132e-12	1
65536	0.00552896	0	0.00552896	0.00552896	0.0055203		7.49852e-11	1
77936	0.0055308	0	0.0055308	0.0055308	0.0055203		1.10361e-10	1
92682	0.0055325	0	0.0055325	0.0055325	0.0055203		1.48936e-10	1
110218	0.00552616	0	0.00552616	0.00552616	0.0055203		3.43122e-11	1
131072	0.00553182	0	0.00553182	0.00553182	0.0055203		1.32643e-10	1
155872	0.00552966	0	0.00552966	0.00552966	0.0055203		8.7714e-11	1
185364	0.00553181	0	0.00553181	0.00553181	0.0055203		1.32463e-10	1
220436	0.00552873	0	0.00552873	0.00552873	0.0055203		7.11362e-11	1
262144	0.005529	0	0.005529	0.005529	0.0055203		7.57658e-11	1
